Contig_Name	Length
AgU004321_v1.1	1376
AgU004322_v1.1	1384
AgU004323_v1.1	1385
AgU004324_v1.1	1381
AgU004325_v1.1	1385
AgU004326_v1.1	1383
AgU004327_v1.1	1379
AgU004328_v1.1	1383
AgU004329_v1.1	1382
AgU004330_v1.1	1382
AgU004331_v1.1	1379
AgU004332_v1.1	1381
AgU004333_v1.1	1382
AgU004334_v1.1	1380
AgU004335_v1.1	1379
AgU004336_v1.1	1376
AgU004337_v1.1	1382
AgU004338_v1.1	1380
AgU004339_v1.1	1379
AgU004340_v1.1	1382
AgU004341_v1.1	1380
AgU004342_v1.1	1379
AgU004343_v1.1	1378
AgU004344_v1.1	1378
AgU004345_v1.1	1379
AgU004346_v1.1	1375
AgU004347_v1.1	1375
AgU004349_v1.1	1378
AgU004350_v1.1	1375
AgU004351_v1.1	1375
AgU004352_v1.1	1375
AgU004353_v1.1	1377
AgU004354_v1.1	1373
AgU004355_v1.1	1374
AgU004356_v1.1	1373
AgU004357_v1.1	1377
AgU004358_v1.1	1373
AgU004359_v1.1	1370
AgU004360_v1.1	1376
AgU004361_v1.1	1376
AgU004363_v1.1	1379
AgU004364_v1.1	1373
AgU004365_v1.1	1376
AgU004366_v1.1	1376
AgU004367_v1.1	1375
AgU004368_v1.1	1374
AgU004369_v1.1	1375
AgU004371_v1.1	1375
AgU004372_v1.1	1375
AgU004373_v1.1	1376
AgU004374_v1.1	1369
AgU004375_v1.1	1377
AgU004376_v1.1	1372
AgU004377_v1.1	1374
AgU004378_v1.1	1374
AgU004380_v1.1	1373
AgU004381_v1.1	1374
AgU004382_v1.1	1373
AgU004383_v1.1	1371
AgU004384_v1.1	1369
AgU004385_v1.1	1374
AgU004386_v1.1	1371
AgU004387_v1.1	1371
AgU004388_v1.1	1372
AgU004389_v1.1	1372
AgU004390_v1.1	1369
AgU004391_v1.1	1370
AgU004392_v1.1	1370
AgU004393_v1.1	1374
AgU004394_v1.1	1374
AgU004395_v1.1	1367
AgU004396_v1.1	1370
AgU004397_v1.1	1369
AgU004398_v1.1	1368
AgU004399_v1.1	1367
AgU004400_v1.1	1366
AgU004401_v1.1	1354
AgU004402_v1.1	1366
AgU004403_v1.1	1370
AgU004404_v1.1	1368
AgU004405_v1.1	1372
AgU004406_v1.1	1372
AgU004407_v1.1	1369
AgU004408_v1.1	1362
AgU004409_v1.1	1369
AgU004410_v1.1	1366
AgU004411_v1.1	1364
AgU004412_v1.1	1367
AgU004413_v1.1	1367
AgU004414_v1.1	1367
AgU004415_v1.1	1363
AgU004416_v1.1	1365
AgU004417_v1.1	1369
AgU004418_v1.1	1364
AgU004419_v1.1	1363
AgU004420_v1.1	1364
AgU004421_v1.1	1365
AgU004422_v1.1	1366
AgU004423_v1.1	1361
AgU004424_v1.1	1364
AgU004425_v1.1	1363
AgU004426_v1.1	1364
AgU004427_v1.1	1364
AgU004428_v1.1	1362
AgU004429_v1.1	1361
AgU004430_v1.1	1362
AgU004431_v1.1	1354
AgU004432_v1.1	1363
AgU004433_v1.1	1360
AgU004434_v1.1	1363
AgU004435_v1.1	1363
AgU004436_v1.1	1360
AgU004437_v1.1	1362
AgU004438_v1.1	1354
AgU004439_v1.1	1362
AgU004440_v1.1	1362
AgU004441_v1.1	1352
AgU004442_v1.1	1364
AgU004443_v1.1	1361
AgU004444_v1.1	1359
AgU004445_v1.1	1362
AgU004446_v1.1	1361
AgU004447_v1.1	1357
AgU004448_v1.1	1357
AgU004449_v1.1	1358
AgU004450_v1.1	1363
AgU004451_v1.1	1357
AgU004452_v1.1	1360
AgU004453_v1.1	1362
AgU004454_v1.1	1362
AgU004455_v1.1	1359
AgU004456_v1.1	1363
AgU004457_v1.1	1358
AgU004458_v1.1	1360
AgU004459_v1.1	1359
AgU004460_v1.1	1358
AgU004461_v1.1	1359
AgU004462_v1.1	1354
AgU004463_v1.1	1360
AgU004464_v1.1	1355
AgU004466_v1.1	1358
AgU004467_v1.1	1360
AgU004468_v1.1	1359
AgU004469_v1.1	1357
AgU004470_v1.1	1355
AgU004471_v1.1	1353
AgU004472_v1.1	1358
AgU004473_v1.1	1356
AgU004474_v1.1	1353
AgU004475_v1.1	1357
AgU004476_v1.1	1354
AgU004477_v1.1	1353
AgU004478_v1.1	1355
AgU004479_v1.1	1356
AgU004480_v1.1	1355
AgU004481_v1.1	1355
AgU004482_v1.1	1355
AgU004483_v1.1	1354
AgU004484_v1.1	1354
AgU004485_v1.1	1357
AgU004486_v1.1	1353
AgU004487_v1.1	1353
AgU004488_v1.1	1355
AgU004489_v1.1	1351
AgU004490_v1.1	1354
AgU004491_v1.1	1348
AgU004492_v1.1	1347
AgU004493_v1.1	1354
AgU004494_v1.1	1351
AgU004495_v1.1	1350
AgU004496_v1.1	1350
AgU004497_v1.1	1351
AgU004498_v1.1	1353
AgU004499_v1.1	1351
AgU004500_v1.1	1354
AgU004501_v1.1	1351
AgU004502_v1.1	1351
AgU004503_v1.1	1348
AgU004504_v1.1	1348
AgU004505_v1.1	1349
AgU004506_v1.1	1351
AgU004507_v1.1	1351
AgU004508_v1.1	1351
AgU004509_v1.1	1351
AgU004510_v1.1	1343
AgU004511_v1.1	1347
AgU004512_v1.1	1347
AgU004513_v1.1	1351
AgU004514_v1.1	1349
AgU004515_v1.1	1348
AgU004516_v1.1	1349
AgU004517_v1.1	1346
AgU004518_v1.1	1349
AgU004519_v1.1	1350
AgU004520_v1.1	1345
AgU004521_v1.1	1347
AgU004522_v1.1	1346
AgU004523_v1.1	1348
AgU004524_v1.1	1348
AgU004525_v1.1	1348
AgU004526_v1.1	1346
AgU004527_v1.1	1347
AgU004528_v1.1	1346
AgU004529_v1.1	1347
AgU004530_v1.1	1346
AgU004531_v1.1	1346
AgU004532_v1.1	1347
AgU004533_v1.1	1347
AgU004534_v1.1	1347
AgU004535_v1.1	1344
AgU004536_v1.1	1347
AgU004537_v1.1	915
AgU004538_v1.1	1338
AgU004539_v1.1	1346
AgU004540_v1.1	1344
AgU004541_v1.1	1345
AgU004542_v1.1	1347
AgU004543_v1.1	1345
AgU004544_v1.1	1346
AgU004545_v1.1	1345
AgU004546_v1.1	1347
AgU004547_v1.1	1346
AgU004548_v1.1	1342
AgU004549_v1.1	1342
AgU004550_v1.1	1345
AgU004551_v1.1	1340
AgU004552_v1.1	1344
AgU004553_v1.1	1338
AgU004554_v1.1	1344
AgU004555_v1.1	1343
AgU004556_v1.1	1332
AgU004557_v1.1	1339
AgU004558_v1.1	1343
AgU004559_v1.1	1343
AgU004560_v1.1	1340
AgU004561_v1.1	1337
AgU004562_v1.1	1343
AgU004563_v1.1	1343
AgU004564_v1.1	1341
AgU004565_v1.1	1345
AgU004566_v1.1	1346
AgU004567_v1.1	1342
AgU004568_v1.1	1342
AgU004569_v1.1	1342
AgU004570_v1.1	1339
AgU004571_v1.1	1342
AgU004572_v1.1	1339
AgU004573_v1.1	1334
AgU004574_v1.1	1341
AgU004575_v1.1	1340
AgU004576_v1.1	1342
AgU004577_v1.1	1340
AgU004578_v1.1	1340
AgU004579_v1.1	1338
AgU004580_v1.1	1338
AgU004581_v1.1	1342
AgU004582_v1.1	1338
AgU004583_v1.1	1338
AgU004584_v1.1	1338
AgU004585_v1.1	1339
AgU004586_v1.1	1338
AgU004587_v1.1	1339
AgU004588_v1.1	1336
AgU004589_v1.1	1335
AgU004590_v1.1	1338
AgU004591_v1.1	1339
AgU004592_v1.1	1341
AgU004593_v1.1	1336
AgU004594_v1.1	1337
AgU004595_v1.1	1324
AgU004596_v1.1	1336
AgU004597_v1.1	1340
AgU004598_v1.1	1336
AgU004599_v1.1	1336
AgU004600_v1.1	1338
AgU004601_v1.1	1338
AgU004602_v1.1	1336
AgU004603_v1.1	1338
AgU004604_v1.1	1337
AgU004605_v1.1	1336
AgU004606_v1.1	1338
AgU004607_v1.1	1337
AgU004608_v1.1	1334
AgU004609_v1.1	1331
AgU004610_v1.1	1333
AgU004611_v1.1	1337
AgU004612_v1.1	1337
AgU004615_v1.1	1335
AgU004616_v1.1	1334
AgU004617_v1.1	1335
AgU004618_v1.1	1335
AgU004619_v1.1	1336
AgU004620_v1.1	1335
AgU004621_v1.1	1333
AgU004622_v1.1	1328
AgU004623_v1.1	1336
AgU004624_v1.1	1335
AgU004625_v1.1	1337
AgU004626_v1.1	1335
AgU004627_v1.1	1334
AgU004628_v1.1	1335
AgU004629_v1.1	1334
AgU004630_v1.1	1333
AgU004631_v1.1	1327
AgU004632_v1.1	1337
AgU004633_v1.1	1335
AgU004634_v1.1	1331
AgU004635_v1.1	1333
AgU004636_v1.1	1328
AgU004637_v1.1	1334
AgU004638_v1.1	1332
AgU004639_v1.1	1333
AgU004640_v1.1	1334
AgU004641_v1.1	1334
AgU004642_v1.1	1334
AgU004643_v1.1	1331
AgU004644_v1.1	1336
AgU004645_v1.1	1332
AgU004646_v1.1	1332
AgU004647_v1.1	1332
AgU004648_v1.1	1331
AgU004649_v1.1	1332
AgU004650_v1.1	1333
AgU004653_v1.1	1333
AgU004654_v1.1	1329
AgU004655_v1.1	1332
AgU004656_v1.1	1330
AgU004657_v1.1	1328
AgU004658_v1.1	1333
AgU004659_v1.1	1330
AgU004660_v1.1	1331
AgU004661_v1.1	1331
AgU004662_v1.1	1331
AgU004663_v1.1	1329
AgU004664_v1.1	1331
AgU004665_v1.1	1329
AgU004666_v1.1	1320
AgU004668_v1.1	1329
AgU004669_v1.1	1314
AgU004670_v1.1	1332
AgU004671_v1.1	1329
AgU004672_v1.1	1331
AgU004673_v1.1	1333
AgU004674_v1.1	1328
AgU004675_v1.1	1326
AgU004676_v1.1	1326
AgU004678_v1.1	1329
AgU004679_v1.1	1329
AgU004680_v1.1	1329
AgU004681_v1.1	1329
AgU004682_v1.1	1330
AgU004683_v1.1	1328
AgU004684_v1.1	1332
AgU004685_v1.1	1328
AgU004686_v1.1	1329
AgU004687_v1.1	1325
AgU004688_v1.1	1326
AgU004689_v1.1	1322
AgU004690_v1.1	1328
AgU004691_v1.1	1328
AgU004692_v1.1	1328
AgU004693_v1.1	979
AgU004694_v1.1	1329
AgU004695_v1.1	1328
AgU004696_v1.1	1327
AgU004697_v1.1	1307
AgU004698_v1.1	1327
AgU004699_v1.1	1327
AgU004700_v1.1	1324
AgU004701_v1.1	1325
AgU004702_v1.1	1327
AgU004703_v1.1	1324
AgU004704_v1.1	1318
AgU004705_v1.1	1326
AgU004706_v1.1	1328
AgU004707_v1.1	1327
AgU004708_v1.1	1324
AgU004709_v1.1	1326
AgU004710_v1.1	1324
AgU004711_v1.1	1323
AgU004712_v1.1	1324
AgU004713_v1.1	1319
AgU004714_v1.1	1311
AgU004716_v1.1	1323
AgU004717_v1.1	1322
AgU004718_v1.1	1322
AgU004719_v1.1	1322
AgU004720_v1.1	1320
AgU004721_v1.1	1321
AgU004722_v1.1	1320
AgU004723_v1.1	1320
AgU004724_v1.1	1322
AgU004725_v1.1	1321
AgU004726_v1.1	1318
AgU004727_v1.1	1320
AgU004728_v1.1	1321
AgU004729_v1.1	1322
AgU004730_v1.1	1324
AgU004732_v1.1	1318
AgU004733_v1.1	1320
AgU004734_v1.1	1316
AgU004735_v1.1	1322
AgU004736_v1.1	1322
AgU004737_v1.1	1322
AgU004738_v1.1	1318
AgU004739_v1.1	1316
AgU004740_v1.1	1316
AgU004741_v1.1	1318
AgU004742_v1.1	1316
AgU004743_v1.1	1318
AgU004744_v1.1	1319
AgU004745_v1.1	1314
AgU004746_v1.1	1316
AgU004747_v1.1	1314
AgU004748_v1.1	1318
AgU004749_v1.1	1317
AgU004750_v1.1	1321
AgU004751_v1.1	1318
AgU004752_v1.1	1315
AgU004753_v1.1	1317
AgU004754_v1.1	1310
AgU004755_v1.1	1316
AgU004756_v1.1	1315
AgU004757_v1.1	1314
AgU004758_v1.1	1317
AgU004759_v1.1	1314
AgU004760_v1.1	1318
AgU004761_v1.1	1317
AgU004762_v1.1	1320
AgU004763_v1.1	1316
AgU004764_v1.1	1314
AgU004765_v1.1	1309
AgU004766_v1.1	1316
AgU004767_v1.1	1315
AgU004768_v1.1	1312
AgU004769_v1.1	1307
AgU004770_v1.1	1315
AgU004771_v1.1	1317
AgU004772_v1.1	1317
AgU004773_v1.1	1316
AgU004774_v1.1	1317
AgU004775_v1.1	1315
AgU004776_v1.1	1311
AgU004777_v1.1	1312
AgU004778_v1.1	1315
AgU004779_v1.1	1315
AgU004780_v1.1	1311
AgU004781_v1.1	1312
AgU004782_v1.1	1319
AgU004783_v1.1	1315
AgU004784_v1.1	1315
AgU004785_v1.1	1313
AgU004786_v1.1	1316
AgU004787_v1.1	1313
AgU004788_v1.1	1313
AgU004789_v1.1	1314
AgU004790_v1.1	1311
AgU004791_v1.1	1314
AgU004792_v1.1	1315
AgU004793_v1.1	1310
AgU004794_v1.1	1310
AgU004795_v1.1	1313
AgU004796_v1.1	1312
AgU004797_v1.1	1309
AgU004799_v1.1	1310
AgU004800_v1.1	1306
AgU004801_v1.1	1312
AgU004802_v1.1	1293
AgU004803_v1.1	1310
AgU004804_v1.1	1312
AgU004805_v1.1	1309
AgU004806_v1.1	1312
AgU004807_v1.1	1309
AgU004808_v1.1	1306
AgU004809_v1.1	1305
AgU004811_v1.1	1309
AgU004812_v1.1	1310
AgU004813_v1.1	1308
AgU004814_v1.1	1309
AgU004815_v1.1	1309
AgU004816_v1.1	1311
AgU004817_v1.1	1304
AgU004818_v1.1	1309
AgU004819_v1.1	1303
AgU004820_v1.1	1309
AgU004821_v1.1	1310
AgU004822_v1.1	1309
AgU004823_v1.1	1309
AgU004824_v1.1	1307
AgU004825_v1.1	1306
AgU004826_v1.1	1302
AgU004827_v1.1	1299
AgU004828_v1.1	1306
AgU004829_v1.1	1308
AgU004830_v1.1	1307
AgU004831_v1.1	1308
AgU004832_v1.1	1303
AgU004833_v1.1	1305
AgU004834_v1.1	1307
AgU004835_v1.1	1305
AgU004836_v1.1	1304
AgU004837_v1.1	1307
AgU004838_v1.1	1307
AgU004839_v1.1	1305
AgU004840_v1.1	1307
AgU004841_v1.1	1308
AgU004842_v1.1	1301
AgU004843_v1.1	1306
AgU004844_v1.1	1306
AgU004845_v1.1	1306
AgU004846_v1.1	1306
AgU004847_v1.1	1305
AgU004848_v1.1	1302
AgU004849_v1.1	1304
AgU004850_v1.1	1303
AgU004851_v1.1	1301
AgU004852_v1.1	1302
AgU004853_v1.1	1303
AgU004854_v1.1	1304
AgU004856_v1.1	1300
AgU004857_v1.1	1305
AgU004858_v1.1	1303
AgU004859_v1.1	1303
AgU004860_v1.1	1300
AgU004861_v1.1	1302
AgU004862_v1.1	1303
AgU004863_v1.1	1301
AgU004864_v1.1	1302
AgU004865_v1.1	1301
AgU004866_v1.1	1304
AgU004867_v1.1	1303
AgU004868_v1.1	1300
AgU004869_v1.1	1279
AgU004870_v1.1	1304
AgU004871_v1.1	1303
AgU004872_v1.1	1299
AgU004873_v1.1	1301
AgU004874_v1.1	1303
AgU004875_v1.1	1300
AgU004876_v1.1	1302
AgU004877_v1.1	1302
AgU004878_v1.1	1301
AgU004879_v1.1	1303
AgU004880_v1.1	1298
AgU004881_v1.1	1300
AgU004882_v1.1	1301
AgU004883_v1.1	1301
AgU004884_v1.1	1298
AgU004885_v1.1	1300
AgU004886_v1.1	1299
AgU004887_v1.1	1299
AgU004888_v1.1	1299
AgU004889_v1.1	1294
AgU004890_v1.1	1299
AgU004891_v1.1	1301
AgU004892_v1.1	1299
AgU004893_v1.1	1296
AgU004894_v1.1	1299
AgU004895_v1.1	1299
AgU004896_v1.1	1298
AgU004897_v1.1	1298
AgU004898_v1.1	1299
AgU004899_v1.1	1296
AgU004900_v1.1	1299
AgU004901_v1.1	1297
AgU004902_v1.1	1299
AgU004903_v1.1	1297
AgU004904_v1.1	1298
AgU004905_v1.1	1300
AgU004906_v1.1	1299
AgU004907_v1.1	1299
AgU004908_v1.1	1298
AgU004909_v1.1	1293
AgU004910_v1.1	1293
AgU004911_v1.1	1301
AgU004912_v1.1	1296
AgU004913_v1.1	1298
AgU004914_v1.1	1295
AgU004915_v1.1	1298
AgU004916_v1.1	1300
AgU004917_v1.1	1296
AgU004918_v1.1	1295
AgU004919_v1.1	1292
AgU004920_v1.1	1298
AgU004921_v1.1	1295
AgU004922_v1.1	1296
AgU004923_v1.1	1296
AgU004924_v1.1	1297
AgU004925_v1.1	1293
AgU004926_v1.1	1295
AgU004927_v1.1	1293
AgU004928_v1.1	1296
AgU004929_v1.1	1295
AgU004930_v1.1	1292
AgU004931_v1.1	1297
AgU004932_v1.1	1295
AgU004933_v1.1	1297
AgU004934_v1.1	1291
AgU004935_v1.1	1293
AgU004936_v1.1	1288
AgU004937_v1.1	1287
AgU004938_v1.1	1291
AgU004939_v1.1	1294
AgU004940_v1.1	1294
AgU004941_v1.1	1292
AgU004942_v1.1	1295
AgU004944_v1.1	1294
AgU004945_v1.1	1293
AgU004946_v1.1	1297
AgU004947_v1.1	1291
AgU004948_v1.1	1291
AgU004949_v1.1	1290
AgU004950_v1.1	1292
AgU004951_v1.1	1291
AgU004952_v1.1	1289
AgU004953_v1.1	1286
AgU004954_v1.1	1290
AgU004955_v1.1	1291
AgU004956_v1.1	1291
AgU004957_v1.1	1291
AgU004958_v1.1	1293
AgU004959_v1.1	1291
AgU004960_v1.1	1291
AgU004961_v1.1	1292
AgU004962_v1.1	1292
AgU004963_v1.1	1293
AgU004964_v1.1	1282
AgU004965_v1.1	1283
AgU004966_v1.1	1291
AgU004967_v1.1	1290
AgU004968_v1.1	1291
AgU004969_v1.1	1282
AgU004970_v1.1	1289
AgU004971_v1.1	1289
AgU004972_v1.1	1286
AgU004973_v1.1	1290
AgU004974_v1.1	1290
AgU004975_v1.1	1285
AgU004976_v1.1	1290
AgU004977_v1.1	1288
AgU004978_v1.1	1289
AgU004979_v1.1	1284
AgU004980_v1.1	1288
AgU004981_v1.1	1290
AgU004982_v1.1	1289
AgU004983_v1.1	1284
AgU004984_v1.1	1286
AgU004985_v1.1	1288
AgU004986_v1.1	1288
AgU004987_v1.1	1286
AgU004989_v1.1	1283
AgU004990_v1.1	1283
AgU004991_v1.1	1289
AgU004992_v1.1	1285
AgU004993_v1.1	1284
AgU004994_v1.1	1286
AgU004995_v1.1	1270
AgU004996_v1.1	1282
AgU004997_v1.1	1282
AgU004998_v1.1	1285
AgU004999_v1.1	1284
AgU005000_v1.1	1286
AgU005001_v1.1	1286
AgU005002_v1.1	1285
AgU005003_v1.1	1282
AgU005004_v1.1	1278
AgU005005_v1.1	1281
AgU005006_v1.1	1287
AgU005007_v1.1	1282
AgU005008_v1.1	1286
AgU005009_v1.1	1278
AgU005010_v1.1	1284
AgU005011_v1.1	1280
AgU005012_v1.1	1285
AgU005013_v1.1	1282
AgU005014_v1.1	1284
AgU005015_v1.1	1283
AgU005016_v1.1	1281
AgU005017_v1.1	1282
AgU005018_v1.1	1285
AgU005019_v1.1	1282
AgU005020_v1.1	1282
AgU005022_v1.1	1280
AgU005023_v1.1	1282
AgU005024_v1.1	1279
AgU005025_v1.1	1282
AgU005026_v1.1	1283
AgU005027_v1.1	1282
AgU005028_v1.1	1278
AgU005029_v1.1	1278
AgU005030_v1.1	1281
AgU005031_v1.1	1281
AgU005032_v1.1	1278
AgU005033_v1.1	1277
AgU005034_v1.1	1277
AgU005035_v1.1	1279
AgU005036_v1.1	1281
AgU005037_v1.1	1282
AgU005038_v1.1	1281
AgU005039_v1.1	1280
AgU005040_v1.1	1280
AgU005041_v1.1	1280
AgU005042_v1.1	1276
AgU005043_v1.1	1279
AgU005044_v1.1	1283
AgU005045_v1.1	1280
AgU005046_v1.1	1281
AgU005047_v1.1	1280
AgU005048_v1.1	1280
AgU005049_v1.1	1277
AgU005050_v1.1	1280
AgU005051_v1.1	1276
AgU005052_v1.1	1277
AgU005053_v1.1	1275
AgU005054_v1.1	1280
AgU005055_v1.1	1277
AgU005056_v1.1	1279
AgU005057_v1.1	1279
AgU005058_v1.1	1279
AgU005059_v1.1	1280
AgU005060_v1.1	1277
AgU005061_v1.1	1274
AgU005062_v1.1	1273
AgU005063_v1.1	1271
AgU005064_v1.1	1276
AgU005065_v1.1	1278
AgU005066_v1.1	1273
AgU005067_v1.1	1276
AgU005068_v1.1	1270
AgU005069_v1.1	1276
AgU005070_v1.1	1275
AgU005071_v1.1	1276
AgU005072_v1.1	1274
AgU005073_v1.1	1270
AgU005074_v1.1	1272
AgU005075_v1.1	1275
AgU005076_v1.1	1277
AgU005077_v1.1	1277
AgU005078_v1.1	1276
AgU005079_v1.1	1270
AgU005080_v1.1	1274
AgU005081_v1.1	1274
AgU005082_v1.1	1273
AgU005083_v1.1	1275
AgU005084_v1.1	1271
AgU005085_v1.1	1275
AgU005086_v1.1	1274
AgU005087_v1.1	1271
AgU005088_v1.1	1273
AgU005089_v1.1	1273
AgU005090_v1.1	1270
AgU005091_v1.1	1275
AgU005092_v1.1	1260
AgU005093_v1.1	1273
AgU005094_v1.1	1275
AgU005095_v1.1	1274
AgU005096_v1.1	1273
AgU005097_v1.1	1265
AgU005098_v1.1	1275
AgU005099_v1.1	1272
AgU005100_v1.1	1272
AgU005101_v1.1	1273
AgU005102_v1.1	1272
AgU005103_v1.1	1275
AgU005104_v1.1	1271
AgU005105_v1.1	1272
AgU005106_v1.1	1270
AgU005107_v1.1	1272
AgU005108_v1.1	1271
AgU005110_v1.1	1269
AgU005111_v1.1	1277
AgU005112_v1.1	1271
AgU005113_v1.1	1271
AgU005114_v1.1	1269
AgU005115_v1.1	1271
AgU005116_v1.1	1271
AgU005117_v1.1	1271
AgU005118_v1.1	1272
AgU005119_v1.1	1270
AgU005120_v1.1	1270
AgU005121_v1.1	1271
AgU005122_v1.1	1268
AgU005123_v1.1	1266
AgU005124_v1.1	1269
AgU005125_v1.1	1267
AgU005126_v1.1	1268
AgU005127_v1.1	1269
AgU005128_v1.1	1269
AgU005129_v1.1	1269
AgU005130_v1.1	1269
AgU005131_v1.1	1269
AgU005132_v1.1	1267
AgU005133_v1.1	1267
AgU005134_v1.1	1267
AgU005135_v1.1	1266
AgU005136_v1.1	1268
AgU005137_v1.1	1267
AgU005138_v1.1	1268
AgU005139_v1.1	1267
AgU005140_v1.1	1259
AgU005141_v1.1	1263
AgU005142_v1.1	1267
AgU005143_v1.1	1266
AgU005144_v1.1	1268
AgU005145_v1.1	1267
AgU005146_v1.1	1267
AgU005147_v1.1	1267
AgU005148_v1.1	1262
AgU005149_v1.1	1262
AgU005150_v1.1	1267
AgU005151_v1.1	1256
AgU005152_v1.1	1263
AgU005153_v1.1	1262
AgU005154_v1.1	1265
AgU005155_v1.1	1269
AgU005156_v1.1	1264
AgU005157_v1.1	1265
AgU005158_v1.1	1265
AgU005159_v1.1	1254
AgU005160_v1.1	1265
AgU005161_v1.1	1264
AgU005162_v1.1	1266
AgU005163_v1.1	1260
AgU005164_v1.1	1263
AgU005165_v1.1	1264
AgU005166_v1.1	1257
AgU005167_v1.1	1260
AgU005168_v1.1	1262
AgU005169_v1.1	1264
AgU005170_v1.1	1264
AgU005171_v1.1	1265
AgU005172_v1.1	1265
AgU005173_v1.1	1264
AgU005174_v1.1	1266
AgU005175_v1.1	1264
AgU005176_v1.1	1265
AgU005177_v1.1	1265
AgU005178_v1.1	1266
AgU005179_v1.1	1265
AgU005180_v1.1	1265
AgU005181_v1.1	1260
AgU005182_v1.1	1263
AgU005183_v1.1	1263
AgU005184_v1.1	1259
AgU005185_v1.1	1264
AgU005186_v1.1	1257
AgU005187_v1.1	1257
AgU005188_v1.1	1262
AgU005189_v1.1	1262
AgU005190_v1.1	1262
AgU005191_v1.1	1262
AgU005192_v1.1	1263
AgU005193_v1.1	1266
AgU005194_v1.1	1262
AgU005195_v1.1	1260
AgU005196_v1.1	1263
AgU005197_v1.1	1264
AgU005198_v1.1	1262
AgU005199_v1.1	1262
AgU005200_v1.1	1260
AgU005201_v1.1	1243
AgU005202_v1.1	1257
AgU005203_v1.1	1257
AgU005204_v1.1	1259
AgU005205_v1.1	1261
AgU005206_v1.1	1259
AgU005207_v1.1	1260
AgU005208_v1.1	1259
AgU005209_v1.1	1248
AgU005210_v1.1	1257
AgU005211_v1.1	1254
AgU005212_v1.1	1260
AgU005213_v1.1	1258
AgU005214_v1.1	1261
AgU005215_v1.1	1259
AgU005216_v1.1	1259
AgU005217_v1.1	1252
AgU005218_v1.1	1252
AgU005219_v1.1	1252
AgU005221_v1.1	1259
AgU005222_v1.1	1257
AgU005223_v1.1	1258
AgU005224_v1.1	1258
AgU005225_v1.1	1256
AgU005226_v1.1	1258
AgU005227_v1.1	1258
AgU005228_v1.1	1259
AgU005229_v1.1	1258
AgU005230_v1.1	1256
AgU005232_v1.1	1255
AgU005233_v1.1	1257
AgU005234_v1.1	1254
AgU005235_v1.1	1255
AgU005236_v1.1	1257
AgU005237_v1.1	1251
AgU005238_v1.1	1257
AgU005239_v1.1	1254
AgU005240_v1.1	1254
AgU005241_v1.1	1248
AgU005242_v1.1	1253
AgU005243_v1.1	1248
AgU005244_v1.1	1257
AgU005245_v1.1	1254
AgU005246_v1.1	1253
AgU005247_v1.1	1252
AgU005248_v1.1	1254
AgU005249_v1.1	1252
AgU005250_v1.1	1254
AgU005251_v1.1	1257
AgU005252_v1.1	1255
AgU005253_v1.1	1254
AgU005254_v1.1	1250
AgU005255_v1.1	1253
AgU005256_v1.1	1254
AgU005257_v1.1	1251
AgU005258_v1.1	1249
AgU005259_v1.1	1251
AgU005261_v1.1	1244
AgU005262_v1.1	1252
AgU005263_v1.1	1251
AgU005264_v1.1	1249
AgU005265_v1.1	1248
AgU005266_v1.1	1251
AgU005267_v1.1	1249
AgU005268_v1.1	1252
AgU005269_v1.1	1251
AgU005270_v1.1	1251
AgU005271_v1.1	1249
AgU005272_v1.1	1252
AgU005273_v1.1	1247
AgU005274_v1.1	1250
AgU005275_v1.1	1250
AgU005276_v1.1	1249
AgU005277_v1.1	1251
AgU005278_v1.1	1248
AgU005279_v1.1	1247
AgU005280_v1.1	1249
AgU005282_v1.1	1247
AgU005283_v1.1	1251
AgU005284_v1.1	1247
AgU005285_v1.1	1248
AgU005286_v1.1	1250
AgU005287_v1.1	1247
AgU005288_v1.1	1249
AgU005289_v1.1	1249
AgU005290_v1.1	1249
AgU005291_v1.1	1247
AgU005292_v1.1	1245
AgU005293_v1.1	1248
AgU005294_v1.1	1245
AgU005295_v1.1	1246
AgU005296_v1.1	1247
AgU005297_v1.1	1247
AgU005298_v1.1	1251
AgU005299_v1.1	1244
AgU005300_v1.1	1247
AgU005301_v1.1	1247
AgU005302_v1.1	1247
AgU005303_v1.1	1246
AgU005304_v1.1	1247
AgU005305_v1.1	1246
AgU005306_v1.1	1243
AgU005307_v1.1	1247
AgU005308_v1.1	1243
AgU005309_v1.1	1246
AgU005310_v1.1	1247
AgU005311_v1.1	1245
AgU005312_v1.1	1246
AgU005313_v1.1	1245
AgU005314_v1.1	1244
AgU005315_v1.1	1245
AgU005316_v1.1	1245
AgU005317_v1.1	1243
AgU005318_v1.1	1245
AgU005319_v1.1	1239
AgU005320_v1.1	1242
AgU005321_v1.1	1243
AgU005322_v1.1	1246
AgU005323_v1.1	1244
AgU005324_v1.1	1241
AgU005325_v1.1	1244
AgU005326_v1.1	1245
AgU005327_v1.1	1244
AgU005328_v1.1	1245
AgU005329_v1.1	1244
AgU005330_v1.1	1244
AgU005331_v1.1	1239
AgU005332_v1.1	1245
AgU005333_v1.1	1241
AgU005334_v1.1	1238
AgU005335_v1.1	1243
AgU005337_v1.1	1244
AgU005338_v1.1	1243
AgU005339_v1.1	1245
AgU005340_v1.1	1224
AgU005341_v1.1	1243
AgU005342_v1.1	1241
AgU005343_v1.1	1243
AgU005344_v1.1	1244
