Name,Contig Length,Average Depth,Percent Coverage,Max Depth
contig05272,1276,3.96,100,6
contig05273,1288,4.74,100,9
contig05274,1500,40.2,100,91
contig05275,1477,41.53,100,85
contig05276,1276,5.27,100,11
contig05277,1263,2.89,100,4
contig05278,1396,17.97,100,37
contig05279,1329,10.77,100,25
contig05280,1361,17.49,100,37
contig05281,1430,31.81,100,70
contig05282,1275,3.31,100,5
contig05283,1315,10.58,100,29
contig05284,1259,2.8,100,5
contig05285,1314,7.85,100,15
contig05286,1378,15.36,100,34
contig05287,1339,10.58,100,26
contig05288,1286,10.07,100,19
contig05289,1264,3.64,100,6
contig05290,1291,7.05,100,11
contig05291,1273,6.52,100,11
contig05292,1421,20.9,100,58
contig05293,1343,12.72,100,28
contig05294,1533,76.25,100,235
contig05295,1267,3.5,100,5
contig05296,1257,3.99,100,8
contig05297,1328,8.56,100,24
contig05298,1272,5.61,100,10
contig05299,1282,4.57,100,10
contig05300,1278,6.34,100,11
contig05301,1287,5.87,100,14
contig05302,1350,17.03,100,30
contig05303,1272,5.04,100,11
contig05304,1259,3.36,100,6
contig05305,1758,134.31,100,299
contig05306,1282,3.87,100,7
contig05307,1263,4.77,100,8
contig05308,1305,7.56,100,14
contig05309,1372,17.78,100,34
contig05310,1540,56.52,100,101
contig05311,1334,12.81,100,21
contig05312,1350,11.4,100,28
contig05313,1316,6.77,100,10
contig05314,1462,25.67,100,59
contig05315,1258,5.06,100,14
contig05316,1322,11.38,100,22
contig05317,1316,10.71,100,23
contig05318,1269,5.83,100,12
contig05319,1307,7.81,100,13
contig05320,1281,4.4,100,9
contig05321,1372,13.29,100,23
contig05322,1393,18.02,100,50
contig05323,1298,8.82,100,17
contig05324,1322,14,100,36
contig05325,1317,20.73,100,38
contig05326,1476,33.05,100,73
contig05327,1318,9.77,100,20
contig05328,1306,7.57,100,13
contig05329,1680,101.34,100,216
contig05330,1273,6.83,100,10
contig05331,1285,4.99,100,8
contig05332,1314,10.97,100,19
contig05333,1285,8.77,100,18
contig05334,1303,8.95,100,23
contig05335,1328,11.15,100,24
contig05336,1273,4.65,100,7
contig05337,1282,5.13,100,10
contig05338,1274,7.02,100,14
contig05339,1261,7.7,100,13
contig05340,1298,6.8,100,17
contig05341,1353,10.05,100,24
contig05342,1283,6.29,100,13
contig05343,1366,14.66,100,23
contig05344,1527,38.07,100,87
contig05345,1354,11.56,100,31
contig05346,1267,7.45,100,15
contig05347,1294,7.49,100,18
contig05348,1247,2.44,100,5
contig05349,1303,8.15,100,14
contig05350,1475,37.77,100,73
contig05351,1308,10.97,100,19
contig05352,1299,9.55,100,16
contig05353,1309,9.99,100,19
contig05354,1337,10.26,100,20
contig05355,1327,12.65,100,29
contig05356,1264,3.98,100,6
contig05357,1263,5.4,100,9
contig05358,1312,6.22,100,13
contig05359,1292,7.19,100,12
contig05360,1265,10.35,100,22
contig05361,1256,3.44,100,6
contig05362,1338,10.2,100,17
contig05363,1348,17.88,100,48
contig05364,1330,14.17,100,32
contig05365,1302,11.16,100,22
contig05366,1259,8.06,100,17
contig05367,1389,29.95,100,48
contig05368,1314,10.45,100,26
contig05369,1280,5.56,100,10
contig05370,1273,4.16,100,6
contig05371,1251,3.52,100,7
contig05372,1262,3.61,100,6
contig05373,1257,4.98,100,10
contig05374,1278,4.94,100,8
contig05375,1661,121.97,100,201
contig05376,2145,220.05,100,355
contig05377,1249,3.4,100,5
contig05378,1328,13.04,100,35
contig05379,1303,9.07,100,20
contig05380,1352,15.58,100,27
contig05381,1327,12.41,100,30
contig05382,1579,65.55,100,130
contig05383,1265,4.5,100,10
contig05384,1286,8.72,100,20
contig05385,1254,3.75,100,8
contig05386,1274,3.75,100,7
contig05387,1270,3.42,100,7
contig05388,1384,6.75,100,15
contig05389,1347,11.74,100,20
contig05390,1302,9.83,100,19
contig05391,1295,9.1,100,20
contig05392,1269,3.27,100,6
contig05393,1247,3.66,100,5
contig05394,1370,16.32,100,31
contig05395,1289,7.24,100,16
contig05396,1262,4.8,100,13
contig05397,1314,14.43,100,37
contig05398,1302,7.5,100,16
contig05399,1271,7.52,100,15
contig05400,1265,5.64,100,10
contig05401,1276,7.74,100,14
contig05402,1269,10.06,100,15
contig05403,1265,6.14,100,13
contig05404,1261,3.71,100,7
contig05405,1253,5.1,100,8
contig05406,1330,15.82,100,34
contig05407,1266,4.98,100,9
contig05408,1256,3.45,100,7
contig05409,1311,12.58,100,27
contig05410,1599,60.75,100,118
contig05411,1251,6.79,100,13
contig05412,1320,8.39,100,14
contig05413,1432,37.94,100,80
contig05414,1976,418.22,100,867
contig05415,1357,13.98,100,24
contig05416,1315,11.61,100,22
contig05417,1299,5.75,100,9
contig05418,1263,4.56,100,8
contig05419,1293,11.26,100,21
contig05420,1275,7.71,100,15
contig05421,1260,4.7,100,9
contig05422,1268,4.36,100,8
contig05423,1265,3.42,100,6
contig05424,1260,5.56,100,9
contig05425,1278,9.42,100,22
contig05426,1258,7.53,100,13
contig05427,1392,28.66,100,58
contig05428,1323,10.6,100,18
contig05429,1266,3.58,100,6
contig05430,1268,5.82,100,13
contig05431,1359,16.17,100,42
contig05432,1264,4.77,100,13
contig05433,1321,11.49,100,22
contig05434,1306,9.54,100,25
contig05435,1288,13.44,100,20
contig05436,1910,303.66,100,435
contig05437,1274,9.09,100,19
contig05438,1285,11.27,100,16
contig05439,1250,3.44,100,6
contig05440,1281,8,100,14
contig05441,1429,29.04,100,54
contig05442,1295,5.91,100,12
contig05443,1273,5.16,100,12
contig05444,1268,6.11,100,9
contig05445,1253,3.9,100,8
contig05446,1248,3.62,100,5
contig05447,1262,6.81,100,14
contig05448,1349,14.92,100,33
contig05449,1255,6.46,100,10
contig05450,1340,15.09,100,28
contig05451,1240,4.33,100,8
contig05452,1258,6.41,100,15
contig05453,1296,10.09,100,19
contig05454,1267,5.61,100,10
contig05455,1261,7.13,100,14
contig05456,1294,11.08,100,18
contig05457,1305,8.26,100,22
contig05458,1294,9.98,100,15
contig05459,1251,4.48,100,8
contig05460,1305,9.74,100,16
contig05461,1299,12.67,100,34
contig05462,1298,8.91,100,19
contig05463,1382,17.64,100,41
contig05464,1246,6.97,100,11
contig05465,1367,16.54,100,30
contig05466,1290,10.7,100,27
contig05467,1256,5.28,100,10
contig05468,1254,4.86,100,11
contig05469,1263,5.01,100,7
contig05470,1249,3.63,100,6
contig05471,1292,7.09,100,15
contig05472,1338,15.83,100,32
contig05473,1323,16.16,100,32
contig05474,1293,13.97,100,28
contig05475,1246,9.38,100,23
contig05476,1443,37.54,100,68
contig05477,1241,3.68,100,6
contig05478,1292,11.17,100,22
contig05479,1247,5.5,100,12
contig05480,1259,6.13,100,10
contig05481,1291,5.82,100,12
contig05482,1286,6.28,100,14
contig05483,1268,5.18,100,12
contig05484,1271,11.13,100,19
contig05485,1263,5.9,100,15
contig05486,1256,5.32,100,13
contig05487,1274,10.15,100,29
contig05488,1239,4.95,100,10
contig05489,1241,4.24,100,9
contig05490,1873,124.48,100,174
contig05491,1575,61.44,100,85
contig05492,1539,86.36,100,254
contig05493,1305,8.43,100,20
contig05494,1284,6.35,100,11
contig05495,1348,16.82,100,41
contig05496,1334,23.84,100,58
contig05497,1259,6.62,100,16
contig05498,1244,3.09,100,4
contig05499,1248,4.5,100,7
contig05500,1253,5.75,100,11
contig05501,1258,5.79,100,10
contig05502,1654,231.73,100,888
contig05503,1259,5.37,100,10
contig05504,1282,6.25,100,11
contig05505,1295,15.16,100,32
contig05506,1260,6.21,100,10
contig05507,1240,3.41,100,6
contig05508,2064,393.48,100,918
contig05509,1289,10.06,100,23
contig05510,1301,19.41,100,29
contig05511,1360,36.42,100,68
contig05512,1255,3.53,100,5
contig05513,1248,4.09,100,8
contig05514,1259,4.97,100,9
contig05515,1435,36.47,100,102
contig05516,1233,4.27,100,6
contig05517,1258,6.24,100,11
contig05518,1243,5.65,100,10
contig05519,1310,11.12,100,25
contig05520,1284,5.66,100,10
contig05521,1460,61.93,100,178
contig05522,1251,6.44,100,16
contig05523,1236,4.39,100,8
contig05524,1289,7.16,100,13
contig05525,1240,5.54,100,11
contig05526,1301,10.54,100,21
contig05527,1261,8.67,100,20
contig05528,1228,3.68,100,6
contig05529,1262,8.27,100,13
contig05530,1236,4.13,100,7
contig05531,1248,3.99,100,7
contig05532,1253,7.82,100,24
contig05533,1284,8.78,100,18
contig05534,1263,8.34,100,23
contig05535,1270,10.19,100,15
contig05536,1246,3.05,100,5
contig05537,1232,4.27,100,10
contig05538,1260,4.25,100,6
contig05539,1332,21.07,100,52
contig05540,1255,6.16,100,10
contig05541,1264,5.62,100,8
contig05542,1245,6.13,100,10
contig05543,1289,12.81,100,22
contig05544,1286,8.66,100,18
contig05545,1249,6.03,100,10
contig05546,1270,5.51,100,11
contig05547,1307,14.07,100,30
contig05548,1361,14.15,100,22
contig05549,1240,3.81,100,7
contig05550,1280,7.36,100,19
contig05551,1317,16.92,100,43
contig05552,1306,8.9,100,17
contig05553,1335,25.25,100,52
contig05554,1473,88.12,100,144
contig05555,1252,4.82,100,9
contig05556,1540,71.26,100,141
contig05557,1683,83.84,100,125
contig05558,1347,15.94,100,25
contig05559,1298,15.62,100,34
contig05560,1231,3.6,100,6
contig05561,1237,6.13,100,13
contig05562,1226,4.65,100,9
contig05563,1329,15.95,100,35
contig05564,1249,6.07,100,10
contig05565,1220,3.46,100,6
contig05566,1240,4.03,100,7
contig05567,1249,8.02,100,15
contig05568,1357,18.46,100,38
contig05569,1509,39.63,100,67
contig05570,1410,28.16,100,68
contig05571,1244,4.4,100,8
contig05572,1247,8.06,100,12
contig05573,1259,10.55,100,18
contig05574,1235,3.82,100,7
contig05575,1257,7.53,100,21
contig05576,1312,11.15,100,18
contig05577,1269,4.69,100,10
contig05578,1252,4.57,100,10
contig05579,1713,90.61,100,117
contig05580,1285,9.14,100,29
contig05581,1314,11.53,100,18
contig05582,1240,4.13,100,6
contig05583,1226,3.09,100,5
contig05584,1245,6.39,100,11
contig05585,1244,4.77,100,9
contig05586,1233,3.92,100,7
contig05587,1230,4.45,100,8
contig05588,2022,344.36,100,620
contig05589,1335,13.2,100,26
contig05590,1269,9.27,100,17
contig05591,1384,31.42,100,89
contig05592,1265,4.76,100,9
contig05593,1230,3.67,100,7
contig05594,1246,10.12,100,16
contig05595,1237,3.7,100,7
contig05596,1247,2.93,100,5
contig05597,1492,49.03,100,112
contig05598,1295,10.58,100,19
contig05599,1222,4.5,100,10
contig05600,1291,11.37,100,30
contig05601,1226,4.48,100,7
contig05602,1282,7.92,100,25
contig05603,1313,11.21,100,22
contig05604,1694,84.95,100,156
contig05605,1409,33.6,100,69
contig05606,1561,89.83,100,184
contig05607,1238,4.74,100,8
contig05608,1557,55.99,100,89
contig05609,1338,14.47,100,25
contig05610,1221,4.26,100,9
contig05611,1244,6.87,100,15
contig05612,1247,5.89,100,13
contig05613,1265,11.1,100,18
contig05614,1233,4.65,100,7
contig05615,1237,4.22,100,8
contig05616,1778,145.84,100,307
contig05617,1520,76.81,100,215
contig05618,1368,17.85,100,40
contig05619,1405,25.08,100,38
contig05620,1277,8.29,100,15
contig05621,1224,4.48,100,10
contig05622,1242,5.59,100,9
contig05623,1234,5.6,100,11
contig05624,1287,29.62,100,47
contig05625,1225,5.15,100,10
contig05626,1241,15.76,100,31
contig05627,1319,19.59,100,51
contig05628,1293,26.96,100,41
contig05629,1325,16.45,100,47
contig05630,1344,26.92,100,55
contig05631,1228,4.24,100,7
contig05632,1235,4.83,100,9
contig05633,1230,5.41,100,11
contig05634,1306,11.87,100,23
contig05635,1240,6.97,100,13
contig05636,1236,4.4,100,8
contig05637,1312,12.2,100,30
contig05638,1283,10.09,100,18
contig05639,1280,6.03,100,10
contig05640,1330,18.94,100,32
contig05641,1411,81.42,100,131
contig05642,1240,5.3,100,11
contig05643,1210,3.25,100,6
contig05644,1283,9.23,100,25
contig05645,1268,14.98,100,37
contig05646,1241,4.9,100,10
contig05647,1263,7.32,100,10
contig05648,1220,6.4,100,12
contig05649,1265,7.87,100,15
contig05650,1222,3.59,100,6
contig05651,1218,7.58,100,18
contig05652,1209,3.53,100,6
contig05653,1252,4.54,100,10
contig05654,1220,4.63,100,9
contig05655,1219,5.21,100,8
contig05656,1234,10.41,100,18
contig05657,1579,90.32,100,187
contig05658,1233,10,100,22
contig05659,1271,9.43,100,20
contig05660,1241,6.43,100,14
contig05661,1223,5.55,100,10
contig05662,1211,4.17,100,8
contig05663,1271,11.69,100,23
contig05664,1247,6.82,100,18
contig05665,1273,9.89,100,15
contig05666,1224,6.02,100,14
contig05667,1260,14.42,100,21
contig05668,1238,4.31,100,7
contig05669,1303,13.54,100,25
contig05670,1381,19.03,100,33
contig05671,1355,43.15,100,152
contig05672,1223,6.49,100,15
contig05673,1227,3.54,100,9
contig05674,1236,6.81,100,11
contig05675,1237,6.8,100,12
contig05676,1217,3.51,100,7
contig05677,1471,57.29,100,145
contig05678,1218,5.15,100,8
contig05679,1211,4.74,100,10
contig05680,1244,5.53,100,12
contig05681,1227,4.43,100,9
contig05682,1236,3.55,100,8
contig05683,1251,10.26,100,21
contig05684,1247,6.5,100,13
contig05685,1212,3.41,100,6
contig05686,1261,6.27,100,17
contig05687,1363,37.57,100,98
contig05688,1217,3.19,100,5
contig05689,1222,6.92,100,13
contig05690,1220,3.97,100,9
contig05691,1218,6.58,100,14
contig05692,1324,14.93,100,24
contig05693,1339,20.21,100,53
contig05694,1355,25.83,100,85
contig05695,1251,7.45,100,14
contig05696,1220,4.12,100,7
contig05697,1211,5.22,100,9
contig05698,1208,4.29,100,7
contig05699,1241,8.35,100,14
contig05700,1302,9.39,100,20
contig05701,1319,15.99,100,37
contig05702,1274,10.14,100,19
contig05703,1262,13.41,100,22
contig05704,1226,5.02,100,11
contig05705,1226,4.06,100,9
contig05706,1269,12.21,100,21
contig05707,1230,4.94,100,9
contig05708,1223,5.3,100,12
contig05709,1319,17.83,100,64
contig05710,1292,16.11,100,40
contig05711,1248,7.71,100,21
contig05712,1234,4.89,100,10
contig05713,1560,87.11,100,139
contig05714,1329,23.48,100,42
contig05715,1237,5.79,100,10
contig05716,1384,30.33,100,60
contig05717,1261,6.78,100,12
contig05718,1219,8.14,100,15
contig05719,1255,9.08,100,17
contig05720,1241,8.35,100,18
contig05721,1216,5.07,100,9
contig05722,1229,5.1,100,8
contig05723,1225,8.99,100,20
contig05724,1320,24.02,100,69
contig05725,1245,6.43,100,14
contig05726,1248,4.91,100,10
contig05727,1252,5.68,100,12
contig05728,1382,37.34,100,90
contig05729,1371,33.33,100,56
contig05730,1338,35.56,100,62
contig05731,1222,8.56,100,22
contig05732,1227,3.54,100,6
contig05733,1245,9.39,100,22
contig05734,1214,4.54,100,10
contig05735,1243,12.68,100,47
contig05736,1207,5.59,100,13
contig05737,1233,5.69,100,12
contig05738,1222,4.81,100,8
contig05739,1280,10.93,100,24
contig05740,1221,7.94,100,12
contig05741,1233,4.71,100,7
contig05742,1232,6.53,100,15
contig05743,1414,28.31,100,47
contig05744,1294,26.55,100,40
contig05745,1318,30.51,100,79
contig05746,1295,8.94,100,13
contig05747,1404,41.24,100,103
contig05748,1223,4.9,100,9
contig05749,1283,10.95,100,27
contig05750,1207,3.92,100,6
contig05751,1221,7.4,100,13
contig05752,1317,40.7,100,62
contig05753,1208,6.25,100,13
contig05754,1250,5.45,100,16
contig05755,1209,3.02,100,6
contig05756,1296,14.46,100,46
contig05757,1226,10.33,100,21
contig05758,1384,24.38,100,56
contig05759,1393,29.82,100,49
contig05760,1221,5.11,100,9
contig05761,1228,6.88,100,14
contig05762,1240,7.25,100,15
contig05763,1307,15.04,100,76
contig05764,1257,11.04,100,18
contig05765,1209,3.35,100,7
contig05766,1247,7.27,100,15
contig05767,1227,6.8,100,18
contig05768,1301,10.53,100,20
contig05769,1268,8.81,100,18
contig05770,1293,12.87,100,24
contig05771,1233,6.1,100,9
contig05772,1229,4.61,100,8
contig05773,1245,6.19,100,11
contig05774,1701,105.61,100,189
contig05775,1230,6.26,100,13
contig05776,1217,4.55,100,7
contig05777,1269,13.73,100,31
contig05778,1261,9.25,100,21
contig05779,1257,16.82,100,33
contig05780,1275,10.85,100,20
contig05781,1261,9.34,100,15
contig05782,1225,5.61,100,11
contig05783,1236,7.56,100,14
contig05784,1284,8.55,100,15
contig05785,1224,9.05,100,15
contig05786,1208,4.75,100,9
contig05787,1238,5.83,100,9
contig05788,1384,20.59,100,46
contig05789,1391,29.92,100,48
contig05790,1231,5.69,100,11
contig05791,1252,8.31,100,18
contig05792,1221,6.64,100,16
contig05793,1340,23,100,39
contig05794,1213,3.85,100,6
contig05795,1801,208.82,100,371
contig05796,1229,8.75,100,14
contig05797,1332,26.55,100,56
contig05798,1271,11.43,100,25
contig05799,1242,6.66,100,13
contig05800,1367,35.12,100,86
contig05801,1238,13.38,100,19
contig05802,1254,12.19,100,27
contig05803,1222,4.88,100,9
contig05804,1400,24.02,100,39
contig05805,1292,11.51,100,17
contig05806,1247,8,100,15
contig05807,1215,4.66,100,8
contig05808,1234,6.85,100,14
contig05809,1233,7.52,100,15
contig05810,1244,8.31,100,22
contig05811,1259,7.16,100,14
contig05812,1262,11.48,100,24
contig05813,1198,5.8,100,11
contig05814,1226,5.72,100,9
contig05815,1590,64.71,100,92
contig05816,1284,16.06,100,42
contig05817,1285,15.94,100,24
contig05818,1462,71.72,100,220
contig05819,1256,7.69,100,13
contig05820,1301,18.87,100,38
contig05821,1226,7.97,100,15
contig05822,1262,12.59,100,29
contig05823,1234,5.54,100,11
contig05824,1199,3.32,100,5
contig05825,1192,4.44,100,9
contig05826,1192,2.94,100,5
contig05827,1261,8.91,100,23
contig05828,1230,6.5,100,12
contig05829,1224,7.22,100,17
contig05830,1265,10.91,100,23
contig05831,1287,13.14,100,30
contig05832,1256,10.12,100,24
contig05833,1286,15.71,100,36
contig05834,1199,3.34,100,5
contig05835,1252,7.98,100,15
contig05836,1241,8.45,100,16
contig05837,1208,3.38,100,7
contig05838,1227,5.53,100,12
contig05839,1206,5.33,100,11
contig05840,1219,4.55,100,9
contig05841,1251,9.59,100,16
contig05842,1354,46.39,100,80
contig05843,1373,54.8,100,87
contig05844,1284,14.02,100,30
contig05845,1222,7.46,100,15
contig05846,1190,2.69,100,5
contig05847,1199,6,100,12
contig05848,1188,2.79,100,5
contig05849,1673,83.29,100,154
contig05850,1272,13.73,100,38
contig05851,1203,3.26,100,5
contig05852,1293,12.11,100,22
contig05853,1223,6.74,100,16
contig05854,1270,17.99,100,26
contig05855,1214,4.09,100,9
contig05856,1550,92.34,100,186
contig05857,1340,23.3,100,38
contig05858,1248,8.8,100,20
contig05859,1280,13.74,100,30
contig05860,1206,2.8,100,5
contig05861,1206,4.64,100,11
contig05862,1365,31.4,100,100
contig05863,1244,10.39,100,16
contig05864,1241,8.88,100,15
contig05865,1196,3.89,100,8
contig05866,1445,51.76,100,105
contig05867,1191,3.33,100,6
contig05868,1208,6.93,100,15
contig05869,1195,5.1,100,8
contig05870,1194,3.69,100,7
contig05871,1348,24.92,100,39
contig05872,1382,25.65,100,67
contig05873,1206,4.72,100,11
contig05874,1268,11.49,100,27
contig05875,1212,6.5,100,13
contig05876,1188,4.28,100,9
contig05877,1191,3.29,100,7
contig05878,1347,20,100,34
contig05879,1258,11.81,100,22
contig05880,1348,29.28,100,49
contig05881,1239,7.46,100,15
contig05882,1278,12.21,100,23
contig05883,1243,5.37,100,11
contig05884,1382,33.68,100,83
contig05885,1298,17.1,100,30
contig05886,2558,514.34,100,707
contig05887,1212,7.09,100,10
contig05888,1231,6.6,100,12
contig05889,1288,18.82,100,45
contig05890,1256,11.41,100,22
contig05891,1199,4.25,100,7
contig05892,1267,17.15,100,40
contig05893,1237,9.49,100,17
contig05894,1186,3.37,100,6
contig05895,1245,8.67,100,16
contig05896,1560,63.02,100,96
contig05897,1197,5.49,100,11
contig05898,1258,16.8,100,28
contig05899,1186,4.34,100,8
contig05900,1229,6.52,100,20
contig05901,1218,5.13,100,12
contig05902,1244,9.4,100,17
contig05903,1245,10.81,100,22
contig05904,1265,18.86,100,38
contig05905,1217,9.47,100,20
contig05906,1341,21.86,100,39
contig05907,1256,15.04,100,38
contig05908,1523,132.55,100,396
contig05909,1206,6.16,100,12
contig05910,1188,5.19,100,11
contig05911,1252,12.88,100,31
contig05912,1254,11.56,100,24
contig05913,1214,10.78,100,18
contig05914,1193,4.25,100,10
contig05915,1197,5.37,100,13
contig05916,1297,13,100,21
contig05917,1213,7.23,100,20
contig05918,1210,6.29,100,11
contig05919,1182,3.7,100,6
contig05920,1249,11.42,100,24
contig05921,1204,9.73,100,13
contig05922,1325,61.05,100,92
contig05923,1207,5.25,100,10
contig05924,1734,328.33,100,895
contig05925,1285,15.41,100,36
contig05926,1192,3.59,100,7
contig05927,1233,11.94,100,18
contig05928,1232,25.17,100,43
contig05929,1199,6.15,100,11
contig05930,1193,4.12,100,7
contig05931,1247,8.89,100,18
contig05932,1204,4.28,100,7
contig05933,1236,10.06,100,20
contig05934,1189,3.41,100,7
contig05935,1220,7.73,100,14
contig05936,1448,45.8,100,64
contig05937,1265,12.75,100,27
contig05938,1183,5.4,100,11
contig05939,1203,8.36,100,13
contig05940,1198,5.64,100,10
contig05941,1179,4.73,100,10
contig05942,1184,3.5,100,8
contig05943,1359,34.5,100,95
contig05944,1259,13.91,100,37
contig05945,1187,3.59,100,7
contig05946,1321,25.63,100,51
contig05947,1406,41,100,91
contig05948,1219,6.63,100,14
contig05949,1202,4.55,100,9
contig05950,1214,6.13,100,11
contig05951,1216,6.15,100,14
contig05952,1232,8.25,100,14
contig05953,1227,6.42,100,11
contig05954,1244,7.35,100,15
contig05955,1357,29.02,100,42
contig05956,1175,3.19,100,6
contig05957,1235,9.46,100,16
contig05958,1246,6.38,100,16
contig05959,1288,27.92,100,62
contig05960,1216,6.77,100,12
contig05961,1247,22.13,100,40
contig05962,1197,3.92,100,7
contig05963,1202,6.26,100,11
contig05964,1273,15.24,100,25
contig05965,1275,14.3,100,27
contig05966,1202,5.68,100,11
contig05967,1238,20.49,100,32
contig05968,1213,8.31,100,17
contig05969,1226,8.23,100,17
contig05970,1226,12.21,100,22
contig05971,1241,8.62,100,17
contig05972,1202,8.13,100,12
contig05973,1173,2.65,100,4
contig05974,1212,6.11,100,11
contig05975,1198,4.82,100,10
contig05976,1280,24.32,100,52
contig05977,1182,7.14,100,12
contig05978,1199,4.69,100,9
contig05979,1226,11.2,100,33
contig05980,1358,38.74,100,90
contig05981,1224,8.98,100,19
contig05982,1283,18.36,100,46
contig05983,1187,6.25,100,11
contig05984,1225,8.06,100,13
contig05985,1186,3.87,100,7
contig05986,1182,5.55,100,9
contig05987,1183,5.64,100,9
contig05988,1220,9.03,100,20
contig05989,1207,6.04,100,10
contig05990,1183,4.02,100,6
contig05991,1190,4.17,100,7
contig05992,1257,11.56,100,22
contig05993,1215,8.69,100,16
contig05994,1209,7.01,100,13
contig05995,1250,12.02,100,28
contig05996,1200,9.28,100,19
contig05997,1167,3.2,100,7
contig05998,1180,3.47,100,6
contig05999,1180,5.89,100,10
contig06000,1188,6.53,100,10
contig06001,1297,20.94,100,41
contig06002,1188,4.38,100,11
contig06003,1181,4.39,100,9
contig06004,1198,5.74,100,11
contig06005,1246,13.51,100,28
contig06006,1216,8.75,100,20
contig06007,1462,44.78,100,65
contig06008,1168,4,100,7
contig06009,1232,14.3,100,28
contig06010,1206,4.42,100,11
contig06011,1282,17.98,100,34
contig06012,1187,7.11,100,13
contig06013,1226,8.86,100,23
contig06014,1171,4.58,100,8
contig06015,1191,5.18,100,8
contig06016,1184,6.03,100,11
contig06017,1210,9.74,100,31
contig06018,1341,31.36,100,61
contig06019,1209,13.47,100,32
contig06020,1217,8.01,100,14
contig06021,1290,14.48,100,24
contig06022,1173,3.58,100,11
contig06023,1200,4.81,100,9
contig06024,1279,11.28,100,24
contig06025,1215,7.84,100,16
contig06026,1223,9.89,100,18
contig06027,1188,4.04,100,7
contig06028,1206,7.5,100,16
contig06029,1338,40.65,100,71
contig06030,1184,7.18,100,14
contig06031,1456,69.38,100,159
contig06032,1171,3.27,100,5
contig06033,1169,3.24,100,5
contig06034,1206,15.04,100,28
contig06035,1180,3.54,100,6
contig06036,1220,5.09,100,10
contig06037,1198,4.59,100,8
contig06038,1174,4.73,100,9
contig06039,1205,3.94,100,7
contig06040,1185,4.55,100,9
contig06041,1207,7.43,100,16
contig06042,1190,9.47,100,19
contig06043,1250,10.9,100,18
contig06044,1414,36.88,100,68
contig06045,1199,8.85,100,16
contig06046,1164,2.97,100,7
contig06047,1241,9.94,100,18
contig06048,1174,3.31,100,6
contig06049,1268,19.37,100,48
contig06050,1222,10.25,100,20
contig06051,1167,4.76,100,10
contig06052,1199,10.28,100,19
contig06053,1603,154.84,100,370
contig06054,1202,5.57,100,10
contig06055,1254,10.85,100,28
contig06056,1190,4.94,100,13
contig06057,1180,5.82,100,11
contig06058,1265,9.94,100,19
contig06059,1504,66.97,100,115
contig06060,1185,7.23,100,11
contig06061,1183,5.22,100,9
contig06062,1223,12.46,100,25
contig06063,1243,8.24,100,15
contig06064,1168,3.26,100,5
contig06065,1179,5.25,100,14
contig06066,1172,3.11,100,5
contig06067,1304,25.34,100,48
contig06068,1174,5.49,100,11
contig06069,1233,10.49,100,24
contig06070,1187,8.89,100,13
contig06071,1192,6.62,100,13
contig06072,1188,5.26,100,10
contig06073,1252,15.99,100,31
contig06074,1393,26.93,100,60
contig06075,1237,11.13,100,19
contig06076,1194,6.12,100,11
contig06077,1299,43.3,100,99
contig06078,1166,2.87,100,7
contig06079,1204,5.92,100,13
contig06080,1311,24.08,100,53
contig06081,1191,5.63,100,8
contig06082,1285,22.27,100,49
contig06083,1192,6.32,100,10
contig06084,1324,30.12,100,74
contig06085,1441,49.63,100,69
contig06086,1209,9.09,100,18
contig06087,1181,3.34,100,6
contig06088,1183,5.61,100,11
contig06089,1225,8.81,100,14
contig06090,1188,6.46,100,13
contig06091,1218,14.81,100,25
contig06092,1175,9.32,100,14
contig06093,1167,3.91,100,7
contig06094,1180,5.44,100,9
contig06095,1207,7.76,100,15
contig06096,1182,3.95,100,8
contig06097,1177,4.76,100,8
contig06098,1181,3.96,100,6
contig06099,1246,12.6,100,26
contig06100,1165,6.7,100,12
contig06101,1198,8.33,100,22
contig06102,1164,4.39,100,9
contig06103,1208,6.58,100,11
contig06104,1213,8.23,100,18
contig06105,1275,19.4,100,48
contig06106,1163,5.78,100,9
contig06107,1167,3.98,100,6
contig06108,1155,3.11,100,5
contig06109,1231,14.11,100,30
contig06110,1201,8.35,100,14
contig06111,1315,28.37,100,42
contig06112,1197,11.34,100,27
contig06113,1180,5.34,100,9
contig06114,1175,3.82,100,7
contig06115,1452,52.07,100,77
contig06116,1179,3.92,100,8
contig06117,1238,15.75,100,24
contig06118,1183,4.47,100,7
contig06119,1356,48.98,100,172
contig06120,1327,50.04,100,131
contig06121,1163,5.1,100,10
contig06122,1233,6.54,100,17
contig06123,1231,10.6,100,24
contig06124,1313,22.1,100,45
contig06125,1170,3.77,100,6
contig06126,1174,6.33,100,15
contig06127,1187,6.7,100,12
contig06128,1199,6.11,100,8
contig06129,1218,13.7,100,30
contig06130,1166,3.18,100,6
contig06131,1429,51.34,100,91
contig06132,1339,63.22,100,129
contig06133,1162,8.65,100,17
contig06134,1213,21.13,100,33
contig06135,1186,6.26,100,12
contig06136,1194,9.05,100,17
contig06137,1192,5.9,100,12
contig06138,1253,18.76,100,33
contig06139,1207,6.83,100,16
contig06140,1172,4.54,100,10
contig06141,1241,12.98,100,30
contig06142,1273,13.46,100,29
contig06143,1337,27.04,100,41
contig06144,1180,4.96,100,7
contig06145,1166,8.7,100,17
